id,labels
9494,131
5510,689
2814,49
4972,931
6119,1189
7195,362
4898,373
5556,449
8155,332
7841,763
7895,123
1957,680
1550,1117
7815,759
4191,516
9009,918
11690,1008
4619,352
6982,841
2941,1171
9649,392
2403,496
7055,788
9631,553
12439,7
7527,883
847,464
7920,841
5519,274
4460,407
3523,182
91,575
8869,1062
7192,360
544,224
9367,381
8846,921
11435,555
7501,816
2665,536
10883,50
2945,38
2398,789
10900,596
519,1209
10802,65
6084,190
910,479
5054,579
3663,604
9787,779
8537,510
2301,8
12891,296
4324,509
12859,97
6964,507
5849,1133
1718,1206
5420,428
5169,92
2774,375
1605,825
1368,260
11168,406
12501,501
11566,1071
5663,145
5752,169
10067,8
153,433
11850,874
3554,102
11443,240
4668,208
9103,468
10179,724
1000,725
9661,1162
3198,40
10361,963
10251,137
7823,1023
894,238
7143,1140
12262,417
3473,297
6829,1202
5268,533
4771,602
10515,1056
7177,559
2599,58
1444,1064
6826,390
4964,812
5208,369
12892,1059
592,62
4389,876
10164,1083
1299,625
12146,1213
9400,1133
6884,963
8365,527
8773,89
4125,1173
3081,1035
9855,318
7999,1081
11294,1071
10978,897
3179,561
5150,375
4888,258
12885,804
10670,47
5736,896
2433,788
11552,1108
4359,465
8664,471
11524,225
10058,452
10842,116
8879,386
6855,507
12623,828
792,652
6584,868
10160,1015
4192,15
8286,795
1011,97
8768,1103
10202,744
1754,1115
1687,733
12836,511
8916,153
5127,87
1451,542
8499,1113
10749,601
10809,738
9953,740
728,467
11594,289
3065,14
6846,401
9244,1207
6391,854
566,1141
3068,460
8880,1212
4731,500
4266,1042
10464,297
10427,1025
6701,1100
4258,97
9703,259
361,654
4579,1167
299,323
5053,1071
640,392
12609,881
22,1024
6571,725
3348,878
4013,855
8567,604
8939,604
5949,805
3232,423
11348,282
2495,1120
12207,93
1041,169
7749,1101
12484,79
954,550
10203,1171
6015,891
5825,878
6449,634
2906,97
10675,240
8673,510
11104,390
10406,234
3384,759
1226,798
4567,20
1535,33
2067,460
4330,93
4446,263
12768,765
8503,1185
942,717
2133,215
3536,35
6823,502
1674,97
5972,1048
10947,642
11044,32
12825,934
1332,814
5100,528
4644,663
7290,155
11762,584
9491,151
7840,515
12079,336
10331,1067
12152,381
5464,894
9495,1096
11434,1098
4648,752
126,334
12857,625
11293,375
10402,516
5316,1196
11978,255
6713,833
8329,403
1677,77
2409,437
4072,103
8065,404
5173,856
1304,703
3759,381
6853,514
3033,836
12300,892
128,1212
4752,260
10563,149
155,250
1969,518
1680,1162
5158,266
4215,440
2006,561
12832,290
8088,881
108,685
12594,1133
8353,919
10707,1020
4279,1127
2870,971
1043,848
4253,516
557,702
12580,466
6622,609
10123,1037
10256,1062
8618,191
6894,1205
12066,529
3047,71
3701,741
8129,342
6342,335
11765,343
8749,145
8037,356
8241,1016
6490,762
1589,472
5763,336
12877,1212
5329,370
9853,1040
11705,531
2384,406
8662,9
10866,576
6031,935
10854,138
1618,990
4471,152
9881,1205
10072,1071
1778,792
2537,1035
1349,249
10283,1130
4568,837
9714,18
7650,133
11317,873
5644,861
11004,625
12470,994
12354,1108
356,61
4696,958
6004,283
3987,1134
2614,805
5634,881
4896,60
5931,38
6635,674
1528,457
11289,1162
1607,664
23,480
6076,796
6124,96
3898,1135
12341,439
9447,193
9420,1026
2607,536
260,871
9806,365
12263,1119
8009,854
11892,328
7049,1199
4768,977
326,275
3260,563
11959,817
1880,329
7397,258
11081,21
2085,1061
5828,891
6236,477
11575,388
10940,951
8981,622
8156,504
471,521
6652,239
9716,587
6922,1177
6928,154
6646,692
4813,557
10727,259
3721,732
3443,735
1600,467
2354,911
3543,1111
1071,1162
3174,501
9632,33
3228,1145
843,207
826,1201
2776,758
199,955
8641,28
11643,400
8165,1175
3659,8
11244,552
8604,921
4866,550
8554,1189
3423,785
5958,8
11431,521
3976,658
12759,255
8823,704
11281,512
1575,1193
5142,195
2639,342
4817,450
4584,1183
8047,426
4207,791
1442,229
12252,1212
9092,610
6043,821
525,755
7326,110
10297,889
5224,296
7293,484
6715,841
2362,147
449,404
9594,319
6181,1191
9750,324
5852,622
6618,1162
10650,488
6163,134
8884,788
3692,319
983,467
11777,606
8196,1108
7067,128
1428,512
10024,249
6456,178
9159,1171
9858,410
2675,1120
6286,623
10074,192
11706,44
9157,219
6238,1174
10478,392
10209,265
4645,118
5883,954
2706,407
36,723
1353,618
5427,532
7305,625
6755,714
11527,833
1985,1212
11781,647
1013,206
3513,787
11011,1096
5466,507
2052,510
7782,582
7587,1070
5941,947
7960,580
10418,1023
4355,696
11539,878
8601,482
9032,883
778,1035
11127,657
11831,1049
5854,1043
9330,386
261,1083
2956,211
1184,1090
7015,604
9761,146
11689,771
3550,1032
1435,735
3842,104
8874,68
5487,231
10839,71
9549,542
9135,1017
11487,388
827,204
4030,1144
11971,1212
4025,374
4366,188
5687,688
151,364
3139,727
3214,614
4805,839
6226,406
12250,1010
4885,870
1584,469
1475,1175
1094,85
6125,292
3511,465
9536,108
11298,543
4427,1054
9188,681
1025,77
9871,170
4737,1210
4269,1042
11999,739
991,591
10142,989
8798,233
7342,1096
5052,136
7547,563
6231,243
11083,403
4328,510
12618,570
7171,474
11917,833
1383,434
6674,411
8931,558
5336,224
12515,283
11477,281
5765,610
10492,190
9675,932
9294,1162
6636,176
337,741
5798,739
8089,514
2897,404
3280,854
3665,656
11554,989
2519,709
435,1015
11756,3
8609,1033
5223,930
10928,951
1811,594
7979,176
10236,935
10428,619
5842,880
923,190
8337,1144
750,353
4032,1129
11025,1185
6621,1059
3882,490
4921,121
11256,199
3270,1204
1708,1193
12455,969
7945,467
1101,863
12226,1183
5587,48
2959,1161
5673,373
2965,348
5213,423
8833,992
3212,1174
2554,924
7594,878
5322,718
9586,992
7890,925
11635,1212
9346,1178
9265,303
8829,1047
9808,1100
11190,1175
4745,172
7159,980
10572,630
4136,654
7939,63
11785,951
5720,1015
10690,945
98,1178
2441,945
7002,327
1127,440
11458,870
6666,294
12236,610
6797,215
8306,625
10158,1212
9934,718
8891,925
8890,975
6378,487
4018,594
2516,516
2655,396
5832,1176
3840,29
4587,1093
6729,729
1198,440
908,867
5714,933
12332,327
4913,33
1137,824
1089,500
5504,10
2109,90
4572,562
12464,678
8352,525
10329,1147
2913,713
9310,404
4465,470
3587,1194
1899,481
3226,290
7094,173
8358,108
6387,301
1667,772
5581,721
4002,554
4925,1080
11868,860
973,130
1896,1028
3657,1062
783,636
6056,871
11541,606
12473,473
4756,451
5801,423
6994,803
1237,214
6487,100
1488,83
7548,954
6657,289
1317,606
2792,837
9046,839
55,232
898,1162
9789,157
3305,823
7117,984
10602,8
6814,984
5028,327
6019,1176
3516,845
2399,758
2383,1176
6057,387
82,451
7269,1184
1057,1019
2164,197
9224,455
3726,247
5286,684
2140,458
9394,876
4006,675
10182,509
11171,598
5508,309
4495,81
10943,942
6459,472
2588,647
11509,983
3112,213
901,180
8509,166
11367,691
11440,599
6347,928
2364,730
6904,406
7535,1063
7276,652
11098,1068
769,130
4779,669
5111,406
618,818
3354,684
6860,878
11958,876
7767,907
4997,744
872,1112
3391,624
10328,655
8695,490
5658,5
4744,279
497,706
4341,264
3858,314
9396,276
9662,763
447,619
12906,406
553,605
11900,904
3122,733
4647,913
8596,244
3161,1037
9958,563
2807,861
5914,606
12453,24
1929,467
6340,865
2723,1159
1133,1184
10452,154
9515,368
10247,1060
2098,866
2461,172
2369,391
10059,973
5293,530
11801,1099
9618,213
3437,951
10224,969
4415,602
7699,507
4282,407
1956,507
3913,1037
9503,1157
6564,611
1741,350
11179,1205
2555,746
1392,1193
9184,1105
8835,55
6997,762
1356,214
10156,211
10218,1094
753,125
7043,899
1225,550
8331,221
11402,659
12643,1113
7446,1027
3125,574
4080,1183
4076,406
6389,557
9499,582
10488,327
4954,1148
6243,887
5760,928
9064,1020
1418,539
4811,1191
436,574
7345,641
3124,674
10005,604
426,276
2622,464
12845,1129
3465,991
8040,653
1201,1175
5721,973
431,754
9406,977
4780,944
8001,34
11101,424
11664,900
8951,2
5198,685
11558,597
5418,588
4864,238
1555,186
3970,1094
5138,1028
517,1178
12849,242
1001,882
8727,1190
6949,942
1645,893
10073,579
10025,698
3943,1028
7526,773
8175,7
4304,627
6234,751
8882,1188
5986,936
6276,135
12766,68
12281,151
5426,522
470,688
4492,914
8026,891
5383,696
1239,264
3176,417
8492,542
6189,260
4148,5
131,591
7333,158
9999,117
988,1102
631,780
1891,1019
225,1195
6549,385
7169,891
2704,454
6662,36
12133,563
7592,1212
5845,138
3008,984
10781,1081
3891,130
3914,1006
12573,330
6984,730
12837,676
4037,1194
9254,2
2994,774
8571,1162
10506,593
10784,1049
9097,678
2891,509
6745,89
2890,172
919,531
11088,447
12708,30
4652,244
1197,1029
6190,404
9784,1130
12521,606
8594,168
5937,1014
2626,650
5351,209
1003,766
378,739
9568,471
10422,905
615,86
8070,181
10357,13
6072,1165
11997,423
8729,1103
3601,511
1939,484
6254,83
6412,417
4827,891
754,180
4480,307
4612,376
765,97
1414,397
5685,741
3187,499
11174,326
10149,1200
5073,1196
7247,816
11836,15
11109,48
7629,380
8430,819
3205,669
5887,871
4175,935
8308,980
7893,838
9600,277
2440,8
1562,207
6145,522
4821,854
7395,203
4560,507
8127,510
1704,255
12637,312
12302,916
1149,884
7913,974
9284,1146
11122,691
165,465
10370,406
6207,283
7362,823
1212,1036
6175,265
9331,62
8348,801
12037,1167
964,412
6404,381
6427,1199
7572,1079
3330,1190
10040,96
3927,219
6542,388
7571,992
7125,943
8400,118
9831,634
8043,662
11845,1092
4438,229
12163,286
12063,256
11052,960
8580,415
7498,201
9250,318
6259,315
4593,47
1809,922
4778,1181
4222,377
11631,702
10537,1086
6420,897
7601,688
12161,209
7426,619
9986,220
10790,876
10177,562
11511,13
9149,1024
7652,93
3928,57
4088,562
766,145
5878,326
2771,80
6300,93
10057,178
8296,404
6169,185
12174,779
1878,98
6473,467
9734,776
7993,656
2979,288
1585,231
3173,190
526,199
1661,1191
9647,211
6544,567
4401,366
6560,910
3881,883
3074,833
10189,865
10183,702
66,378
10477,454
1426,133
8828,452
2922,455
5851,937
9474,399
2419,523
10127,5
11546,616
3489,203
3051,358
1643,1182
12451,759
10095,920
6359,98
5337,1096
8616,492
176,299
2490,918
10500,235
11520,696
10302,1096
8914,657
4058,144
12816,526
10875,145
8002,976
12682,603
5108,568
11124,465
8161,92
12205,161
10114,355
2836,297
7978,726
9813,688
7447,557
11882,828
3849,645
10071,1199
1587,838
2092,966
10990,883
3288,923
12147,1159
5499,145
2515,728
1360,1087
3604,62
727,638
6241,142
4169,376
6658,640
10521,602
7545,467
1248,1052
305,1022
8777,953
10525,258
8747,192
7019,72
2809,380
9550,102
10279,467
8213,358
12159,661
12156,625
8658,1193
4890,660
9699,716
10768,835
3860,403
9089,732
5989,269
10307,516
8984,625
1086,318
7072,716
12392,596
9945,306
10728,127
10633,266
2741,398
600,1177
393,123
3598,876
6556,641
43,514
616,616
12164,467
5884,425
9486,1172
1958,137
3751,536
2876,1171
4397,152
4694,407
3432,467
5436,232
9352,719
4050,1188
12763,865
10777,294
5143,42
2453,566
6987,673
2538,1193
8688,832
9496,951
8236,367
6632,588
287,415
4374,570
4496,1096
2553,459
6708,136
7286,686
3577,925
6543,932
12659,478
10715,717
11565,152
10047,312
6720,174
3984,399
1180,625
3291,1212
11715,801
11415,620
347,602
12081,856
9232,8
9723,738
4420,380
11949,1135
6977,609
4310,991
10215,606
1591,434
11432,901
3685,44
3119,1026
6648,1029
11057,894
1454,65
3502,1013
5609,752
7737,285
6355,757
8932,825
12092,1138
11545,1001
12660,1149
12363,896
12724,680
3421,716
8873,881
1252,928
8333,826
6603,773
12480,416
7223,385
8679,1129
4845,525
2049,765
2798,507
5151,391
10119,438
346,451
3098,816
9078,625
8809,800
7943,687
11149,385
649,1022
1552,458
4617,524
7500,207
11200,1162
10,560
1750,510
4085,1067
1671,745
5283,360
2,634
4878,204
8024,1063
8279,816
9754,1180
7012,93
4120,275
1664,282
4428,1034
4295,510
3827,348
5745,814
256,289
4917,335
5903,650
16,221
3602,925
6375,208
4937,1153
10560,360
9295,925
2621,676
7168,1144
8830,759
7990,767
9467,741
629,497
9368,172
4689,233
3310,391
9727,19
3286,852
9084,746
2982,962
2800,409
6020,500
10412,1158
603,467
2654,816
9879,1190
10793,891
9401,688
7968,835
5700,274
3342,406
2825,469
11482,649
10913,1193
5772,364
3656,778
11834,152
9668,321
8871,976
1340,462
10458,1212
8748,306
2257,228
9950,1163
3416,295
1281,595
5807,1083
726,685
7569,905
3593,378
7119,1162
4734,525
7080,656
7374,455
7544,131
2603,360
2578,1063
5790,102
9093,686
10060,170
8388,1172
6170,7
5988,560
3351,21
2884,991
6831,1135
5315,770
7061,1189
8912,862
9552,277
12589,1028
11668,551
10604,195
10532,140
3162,1037
11856,603
5128,509
6352,516
9975,231
1461,211
724,652
6256,1200
10968,1135
11676,214
130,314
5109,1167
8501,135
11763,1016
11694,1065
6068,699
4928,511
11984,917
3275,462
6028,82
118,579
11944,1032
9015,525
12374,417
3874,641
10466,686
3324,289
3050,718
9857,885
5384,512
7477,1112
1179,473
6631,792
3366,550
9819,265
3963,323
2005,397
2310,140
7210,1193
3431,41
2955,901
11531,724
8164,367
12362,66
8370,257
8819,8
12340,235
3899,814
8134,571
12425,891
7751,201
10383,315
5297,841
7687,1191
581,1193
2418,834
7431,222
1701,1036
9824,614
1770,1167
841,995
8110,274
9540,1100
2300,159
418,538
298,563
6319,789
4358,891
1112,634
7564,336
10674,991
3128,505
2612,846
5,468
559,493
9125,136
5582,245
1192,215
2930,46
4914,67
65,915
9577,477
6441,1122
1377,625
1106,387
12349,1167
5827,467
11979,557
10942,443
11726,797
3402,454
10678,116
4773,281
9235,647
7350,1034
1187,224
4261,1013
3880,426
7316,947
6003,284
1549,187
2137,343
11682,115
6899,666
6736,728
3493,357
8699,267
5612,715
5578,815
4123,457
12696,562
5214,5
3644,870
3679,243
186,845
4316,589
4155,310
8229,1047
11890,368
10373,140
4843,1162
8439,741
11835,855
9915,358
3247,179
7219,1046
2270,512
3648,841
4390,16
3441,1095
5513,451
1782,249
10300,1135
3908,737
6344,467
2439,177
4447,355
1742,882
9290,1104
7251,194
2470,507
4873,531
11346,1196
1885,833
9053,435
10710,1212
7901,444
12319,942
1241,434
1141,793
8215,274
10874,42
1008,785
661,269
12746,782
11398,357
520,205
12330,1162
11569,841
8459,891
12049,900
10795,1041
4118,204
387,212
7962,873
1830,625
1640,964
6338,54
11992,210
890,816
5385,1162
3975,386
2691,1052
10989,686
9360,1169
1307,51
9405,373
4537,950
7428,709
11436,723
9694,741
9830,299
216,257
3271,450
528,407
10208,686
1246,732
784,197
7792,660
9996,1210
12378,532
2065,864
3466,663
3562,459
5332,898
8682,370
1644,72
12472,911
3558,1179
3325,101
5558,596
5780,543
8885,1181
9988,708
5396,481
12350,451
3245,625
4641,467
8045,179
4581,745
1574,433
11496,626
10451,32
381,903
12614,1096
7279,1116
10135,357
320,267
623,1091
2525,1001
11132,1090
11060,180
5586,510
5944,1195
2629,516
9848,887
10759,33
8987,1154
7322,148
8266,348
2760,479
12210,1146
12628,716
11407,557
12509,533
6587,747
11754,1156
12179,506
2802,497
1755,398
4518,468
11010,507
1487,519
4481,743
1563,501
12401,462
500,473
2586,341
10354,686
12022,736
3690,698
4951,1124
7041,662
6203,1021
5913,755
1463,1132
3037,1212
1006,235
2283,507
11623,490
11639,717
5110,160
4955,508
7933,467
11905,410
425,625
2858,353
5444,780
4960,1025
853,171
10007,579
9214,876
12492,364
5296,205
9593,847
2296,320
11738,363
2942,830
10939,352
2070,260
12068,1193
8961,244
9545,560
3897,992
3406,355
11405,48
1093,1193
9312,562
12043,642
10577,404
11192,324
8195,890
8703,568
1484,926
6466,512
7682,625
11753,755
7679,845
6946,475
3947,323
349,931
2550,810
7879,625
9653,610
8822,422
7511,202
10970,440
1691,678
12828,981
6986,801
2471,507
8411,1056
12798,844
3951,406
6764,1167
11860,876
9823,900
9272,302
1657,507
9383,772
8564,933
10911,843
3184,1002
2007,457
9895,1167
11512,1017
701,965
12280,215
11609,347
5758,626
12512,611
6038,556
12547,657
11732,564
1218,290
3518,345
8690,255
9453,750
8451,732
551,902
7634,514
415,80
9143,776
6431,606
764,35
10333,1168
10444,1079
9266,7
651,24
8841,453
11769,634
12276,177
11065,242
965,334
6291,890
11947,163
231,287
2539,973
110,200
2196,1097
6271,1170
10982,764
11251,732
9193,585
2547,189
10767,852
12851,1146
4835,93
8909,411
639,194
2193,537
6515,881
6483,924
4240,189
911,978
4640,722
88,1188
9002,677
2752,25
6643,1162
11534,803
4241,1191
8145,894
7546,535
265,1162
10548,1193
1045,945
10589,473
8692,274
8367,307
11833,92
3160,625
11418,871
2135,471
1883,13
790,434
10524,1083
9065,9
12295,1085
3108,891
9820,1192
4005,8
12105,87
10502,510
9041,1144
8608,854
8235,1177
11494,891
476,782
2958,623
10930,782
4514,1039
295,695
11823,715
8339,240
997,455
3863,1116
9377,272
8526,855
4071,602
6633,1075
7750,247
4974,606
11925,1051
2973,769
6926,25
1407,1067
7507,214
9127,625
1375,876
2565,438
4162,890
12435,1162
1499,606
257,1094
1602,980
9422,947
1021,1184
331,107
11936,1172
1265,1091
7524,642
11722,207
4506,493
4505,601
11111,735
9821,635
9141,658
6767,610
4038,195
6700,830
7779,55
5447,72
12256,865
702,244
2012,525
1481,316
8162,92
8054,870
7394,606
9114,289
2382,606
7420,46
10739,588
6197,398
9281,530
9637,799
10416,141
2500,1117
4082,765
12383,113
9427,1177
4277,859
4661,422
3435,1029
61,210
6799,462
4367,1116
7553,610
4808,253
11858,823
5232,760
2262,1191
994,315
9365,1162
3990,1162
6426,1068
7165,1093
10693,1203
1073,1057
11360,359
10088,708
3099,1033
7897,1181
7822,406
2600,796
10861,431
5509,425
646,255
12572,288
4372,379
7437,1167
7059,731
4562,11
3414,193
1930,588
4392,550
2568,113
9333,391
10935,715
7401,915
11840,516
3246,263
7704,717
2684,1081
11220,1020
9573,781
2353,467
5992,892
1540,1146
4200,759
10080,1096
2355,187
11899,462
12666,46
10016,1108
9042,1178
9753,503
8786,681
3822,752
7245,137
9372,1166
11238,738
7329,436
6083,1196
2113,829
3974,1084
9410,784
11854,1146
10323,510
6671,224
4057,333
5666,151
12841,664
9192,1137
9994,875
6607,324
2156,175
5607,1115
71,832
10995,404
6801,604
12719,516
11119,439
12755,878
10365,115
63,18
11610,241
439,183
1994,789
6503,644
10487,867
11318,1009
9196,896
11207,774
6956,1046
10677,916
6092,353
2972,120
10786,1180
11408,140
3564,1185
8058,707
8691,507
3673,514
1422,48
873,990
1228,840
3925,1027
11139,945
9733,696
6219,1023
676,841
7776,885
5483,229
9197,1020
4604,407
9314,333
12631,125
12108,625
1261,194
5313,471
4875,366
7977,973
899,961
1425,31
7574,25
2489,1046
4124,445
10821,1189
2717,682
7120,870
6414,1177
9959,796
7035,1041
1543,572
3749,507
10378,1069
4488,220
12410,6
3227,790
12654,99
5617,284
5038,1038
7003,420
7906,778
2658,190
2593,146
8202,877
1512,966
11941,118
12346,467
5598,302
1036,878
1749,582
5635,1189
10347,525
12414,969
12158,108
6205,717
2339,270
3211,1184
10109,1171
1322,1162
2011,53
1943,795
7597,58
10338,242
6792,989
10429,866
3819,142
837,735
5106,1053
4754,594
3609,41
10146,412
2871,507
5610,316
2340,1172
2102,327
7774,61
12209,526
11466,1200
227,407
4187,1030
12408,1190
10118,693
11333,95
8565,894
1501,477
7422,116
4657,835
737,661
7315,151
12140,63
11884,1194
1088,59
2032,1136
12894,265
2702,922
482,361
4473,914
5416,502
10385,67
4216,1017
6927,1212
5659,999
11588,967
2799,630
7370,1195
10437,1177
5077,408
2678,796
8470,369
3188,404
10770,852
11055,1023
2105,1212
12172,1086
6520,963
6804,185
11994,551
11099,367
9720,666
1709,170
12533,99
9469,869
10387,620
402,135
6509,718
11449,927
9769,146
1075,676
12224,1132
9665,293
4081,977
5886,1087
5079,88
10309,297
4746,878
11600,976
10673,349
9955,249
9164,51
1214,699
6105,95
6206,287
4633,381
4863,1207
6491,913
4443,476
7442,1025
5411,1103
1166,17
10248,386
2694,1019
5181,57
9539,688
7062,1104
2224,1132
3556,82
11221,34
2991,175
7004,328
5980,285
2276,648
5779,360
9663,472
870,925
627,1067
9492,749
2907,1191
1291,636
752,1101
10603,858
9691,451
8746,198
5824,768
94,13
4173,1001
2277,540
11392,450
5864,122
6743,695
3078,760
119,539
4329,878
8387,1112
10148,950
5348,26
7644,724
11185,804
10050,897
11677,452
3268,683
1992,796
11345,846
11271,404
12697,978
1651,119
1697,284
341,131
11940,315
5627,545
9468,213
12023,53
8983,1162
8324,325
7843,983
8713,1114
2351,991
1978,78
1991,349
7075,570
10472,892
3000,417
5046,988
3024,28
278,173
622,240
9914,258
5395,744
3300,699
3713,493
5059,446
7701,1132
11904,569
2957,1173
1902,399
7166,724
5346,336
6868,1157
10305,557
12372,110
1624,424
966,821
3888,575
3170,266
5632,886
1519,790
9205,299
9979,207
9029,1144
12056,310
7871,439
12337,939
4183,8
2229,23
2377,166
5850,490
6677,1085
3202,1119
1670,34
6261,693
11033,620
6251,762
4205,357
2370,167
2211,55
530,581
10787,180
3645,237
1018,356
11473,185
1502,675
4909,17
3172,435
4108,808
5421,989
8209,870
587,865
5154,1212
6748,1138
3758,1131
1413,394
10424,58
7551,886
7285,315
3896,875
9027,834
8450,35
5726,650
10368,298
7671,586
12040,718
3259,665
9150,541
6805,997
7275,1068
9341,681
12670,477
8943,374
6372,944
1365,180
3910,916
6306,771
4690,563
4766,154
1625,718
6239,99
5874,952
10093,505
10881,255
3918,789
6311,345
2880,586
8104,1116
12620,517
4838,1030
12180,825
8488,255
9358,117
12636,1162
7074,408
7058,610
8980,680
3290,373
7135,295
5708,1193
12542,1043
7261,58
1217,744
5035,341
9701,1104
12663,593
3339,1165
7399,606
6768,572
4364,200
8715,356
7554,186
1890,205
4683,45
12027,1157
10659,31
10561,332
105,651
8180,114
5962,346
9564,407
1675,508
5615,516
12814,386
4393,228
609,1007
12069,835
1894,606
4228,735
2042,424
9907,780
7755,625
12321,440
5576,1167
8959,601
9920,31
736,43
12743,454
7760,387
1318,498
5927,494
6364,352
7408,439
3089,1167
12772,717
1859,286
5476,1067
2508,1212
8350,753
11144,915
7876,281
4062,899
9426,1162
11915,234
10360,388
8676,764
11998,578
9099,349
8462,528
10267,218
7641,221
2139,993
8792,409
490,189
590,512
1973,125
1240,1200
793,65
4642,556
7396,925
8253,1193
12328,441
9077,97
7616,115
11324,45
11263,638
2124,163
12200,768
9771,423
7789,1161
7710,664
3779,177
6480,1184
6438,268
3972,415
6698,741
6717,798
12858,1097
2240,797
1459,1110
3838,35
6710,59
12450,225
3540,1159
7800,467
7146,826
6210,358
4090,42
1637,924
10495,885
9288,224
6749,909
175,836
7717,598
7256,309
8694,1035
7804,1127
12445,1185
11178,29
7335,294
6655,1191
4782,120
5096,13
12539,912
3852,1006
9546,298
3257,92
11313,802
8730,205
7354,849
7911,573
291,1182
4979,57
3364,1066
6820,1149
6039,625
6310,1004
3514,668
6902,134
978,406
11223,1019
9983,415
5652,951
2043,223
4203,1029
4230,459
6661,655
10324,838
4610,14
6493,581
3814,786
10634,1049
3864,929
8752,1184
3475,4
9698,1071
1803,641
5778,133
6401,856
10454,102
6558,917
1952,537
5199,625
1297,1068
5116,38
10517,368
11953,758
8674,1162
8441,947
5855,891
9179,471
8569,406
3790,1174
8032,1049
6500,1115
9020,583
3084,542
10794,510
805,917
191,625
6524,759
8126,292
6519,1188
11215,907
8582,659
3029,697
12126,1060
12201,378
4466,504
9388,472
2191,210
11535,478
12400,668
11659,525
10704,211
1722,1126
11713,551
2019,13
7101,1162
7534,771
1277,340
4103,278
9747,928
1580,714
12193,531
487,1191
1113,927
11716,318
7787,327
404,1193
8893,1193
3850,553
11730,516
1673,416
12057,27
7512,747
2255,746
11661,916
6909,745
1993,678
10531,550
5783,1027
2777,107
8868,467
7730,698
6322,1189
4551,15
5415,760
3539,185
10174,1137
12000,1068
7048,1121
9440,448
5904,423
11974,729
2061,285
12402,792
10308,160
8249,60
4927,617
4179,80
12664,1116
5820,33
7499,677
6021,277
6498,594
7155,9
7427,483
3249,507
8549,269
2851,556
3415,997
364,377
1178,406
6357,443
8465,891
9785,611
861,735
2117,593
12795,762
9037,823
11078,518
2602,945
275,499
6090,462
2329,1193
808,183
7718,605
10668,620
12075,1202
1199,1028
10432,465
869,525
12653,639
9055,549
7108,214
941,418
4636,238
343,52
5970,468
4736,145
3439,625
2008,541
4623,117
4453,214
1759,65
11269,115
4356,1189
12007,170
5455,976
12299,767
9961,22
7949,1152
7185,1202
569,404
12265,725
2819,678
533,793
5359,348
7424,767
3389,844
3036,932
4035,163
8977,23
1744,716
6191,686
8157,428
2893,407
4172,1162
10979,1183
8824,948
10643,490
12137,367
8413,594
1820,8
8825,263
3932,1090
5291,1140
5439,645
5770,408
12248,177
5979,1021
9810,564
12514,922
8059,556
11955,728
10653,324
6969,587
545,1033
8345,889
12432,680
7310,669
2178,857
138,845
8255,604
2064,1193
8625,611
913,740
7051,741
9903,459
1401,112
12655,385
3714,367
11819,467
7552,676
9047,560
12206,625
777,179
4281,404
12791,1063
1415,263
11374,52
10671,878
7083,944
5354,487
8630,992
2992,44
10771,350
531,621
4887,407
8627,1196
405,1027
11137,358
10779,1144
4975,364
2772,327
224,897
1170,1196
4247,1158
3499,817
10184,404
6382,1172
2730,570
6232,337
4014,1174
5386,759
3741,939
9169,936
8067,594
4211,1087
6325,331
6014,1008
3720,689
5544,1096
5546,1153
7381,652
9477,735
12855,882
4394,1092
12518,901
8280,1162
2183,530
12375,552
3876,7
8599,26
9952,1200
264,883
12255,637
12109,1132
8751,882
335,868
10091,812
3062,93
11250,625
8264,4
1947,89
12735,1099
2767,956
8906,1188
3136,380
781,279
9186,1174
7971,1072
3792,782
1825,953
1614,276
10785,238
9520,423
3563,468
10530,140
11891,1028
2473,767
9891,728
10823,1079
6842,946
1046,1183
7727,1161
9623,469
10397,1053
10312,719
10738,348
5201,1091
8102,91
4184,201
11577,110
74,32
2376,908
6649,518
7283,1166
1263,793
1471,122
9153,269
1681,122
4008,62
1256,530
10100,294
3010,1027
86,1095
716,222
7989,244
8428,818
8216,512
3541,526
11916,827
2278,773
6865,841
7296,510
5623,733
6317,577
3834,110
4988,983
10241,1
3983,1188
1496,117
10070,502
6951,759
457,352
7639,1001
9391,771
7082,620
3871,962
11921,1037
3419,323
5862,522
2646,988
1997,735
7096,1025
10966,293
10286,115
3737,630
7039,1166
12390,317
3343,1167
3798,800
3745,1007
1823,592
4993,201
1904,1193
3809,462
8832,625
11336,788
10622,64
9512,77
11749,988
657,573
9652,1206
4375,940
5008,940
12674,1021
11939,456
3728,899
8166,250
3605,514
11197,885
8071,625
4533,919
811,516
8925,563
7222,510
10507,1054
11935,502
12404,20
1083,161
11901,545
6218,836
686,488
8917,1162
3135,47
780,728
1831,386
6726,361
7801,1160
11421,933
2610,918
10868,841
12742,805
2531,392
11652,172
1702,938
717,1037
1889,932
7481,34
11956,1001
3426,1111
12688,199
1840,1150
691,711
11503,992
5923,1192
2620,796
355,710
10278,1150
4785,1062
3826,602
5189,890
4666,514
2729,622
2551,1115
6577,608
4783,698
12576,705
10374,350
8514,1162
11396,906
2990,313
6430,189
232,528
8653,293
6705,87
8621,149
7984,1162
123,625
5459,886
8484,796
671,538
2017,418
10826,1173
8683,536
7137,113
3651,257
10068,374
7231,302
1810,455
2245,1208
3886,1080
114,759
7525,216
4832,638
7981,509
958,501
11340,1167
2961,823
4402,134
11290,749
987,758
11980,650
1953,532
7357,1099
2057,350
12243,785
9641,1026
10636,423
